timestamp,ear,status,closed_flag
1764010619.687167,0.0,AWAKE,0
1764010619.788246,0.4567131668619744,AWAKE,0
1764010619.8511622,0.4505710219406992,AWAKE,0
1764010619.916521,0.4527358863833059,AWAKE,0
1764010619.982997,0.454019820111047,AWAKE,0
1764010620.049844,0.4525206221111134,AWAKE,0
1764010620.117002,0.4482799486337661,AWAKE,0
1764010620.1830342,0.4428880236966938,AWAKE,0
1764010620.249556,0.4339725245360258,AWAKE,0
1764010620.3174999,0.4345246655308338,AWAKE,0
1764010620.38547,0.4300284898830373,AWAKE,0
1764010620.452126,0.424167478584719,AWAKE,0
1764010620.5157928,0.41907155601668344,AWAKE,0
1764010620.585183,0.4235010102217961,AWAKE,0
1764010620.6497338,0.4154314435292279,AWAKE,0
1764010620.717484,0.40054066911444997,AWAKE,0
1764010620.783862,0.3989439600173227,AWAKE,0
1764010620.850482,0.398645005216979,AWAKE,0
1764010620.915309,0.38047896393101766,AWAKE,0
1764010620.982084,0.3698098239495225,AWAKE,0
1764010621.0490339,0.3656578045355911,AWAKE,0
1764010621.115754,0.36141753971724083,AWAKE,0
1764010621.182304,0.35471328759346316,AWAKE,0
1764010621.249547,0.3698298413183029,AWAKE,0
1764010621.3167622,0.3668445500245453,AWAKE,0
1764010621.3821352,0.3845118647733037,AWAKE,0
1764010621.44878,0.38774143905781544,AWAKE,0
1764010621.515546,0.3952566825304717,AWAKE,0
1764010621.5821939,0.3908728207572145,AWAKE,0
1764010621.64883,0.3935533621154319,AWAKE,0
1764010621.71663,0.38947664298001067,AWAKE,0
1764010621.783436,0.37705309549346977,AWAKE,0
1764010621.848709,0.3754909905940475,AWAKE,0
1764010621.9152288,0.3809597028354483,AWAKE,0
1764010621.981929,0.3889146507335065,AWAKE,0
1764010622.048706,0.38376401934876253,AWAKE,0
1764010622.115173,0.40102834685287336,AWAKE,0
1764010622.183164,0.40729550359704786,AWAKE,0
1764010622.2499762,0.4035899575940755,AWAKE,0
1764010622.315233,0.39799544817662386,AWAKE,0
1764010622.381664,0.4092286464476227,AWAKE,0
1764010622.448544,0.40559840395972657,AWAKE,0
1764010622.5148401,0.3857479817323374,AWAKE,0
1764010622.581764,0.3493635897610942,AWAKE,0
1764010622.649843,0.3217862326147182,AWAKE,0
1764010622.716514,0.2786798827196448,AWAKE,0
1764010622.7818,0.2331747976735782,AWAKE,1
1764010622.847679,0.1991020727070186,AWAKE,1
1764010622.914856,0.17967136886542684,AWAKE,1
1764010622.981462,0.18636232841500772,AWAKE,1
1764010623.048165,0.1971869352697614,AWAKE,1
1764010623.116489,0.24350052399972105,AWAKE,1
1764010623.182796,0.3445020348746676,AWAKE,0
1764010623.2481651,0.43594507031755586,AWAKE,0
1764010623.315043,0.5065256721725454,AWAKE,0
1764010623.381252,0.5787541592988494,AWAKE,0
1764010623.448171,0.6064319690274984,AWAKE,0
1764010623.5148668,0.5895948690097399,AWAKE,0
1764010623.58257,0.575719815098755,AWAKE,0
1764010623.649531,0.5742095668470435,AWAKE,0
1764010623.714772,0.5606372809131687,AWAKE,0
1764010623.781479,0.580793799333488,AWAKE,0
1764010623.848049,0.5721138319781574,AWAKE,0
1764010623.9144268,0.5793229040097602,AWAKE,0
1764010623.981329,0.5726448476524653,AWAKE,0
1764010624.049207,0.5658464867550735,AWAKE,0
1764010624.115909,0.5498589030308962,AWAKE,0
1764010624.181449,0.5487498759886755,AWAKE,0
1764010624.247801,0.5407971175152416,AWAKE,0
1764010624.314413,0.532259005341575,AWAKE,0
1764010624.3813639,0.5441799731642664,AWAKE,0
1764010624.4475121,0.5582328115683113,AWAKE,0
1764010624.51554,0.5736957577459336,AWAKE,0
1764010624.582237,0.5885770703718767,AWAKE,0
1764010624.64756,0.595406420392519,AWAKE,0
1764010624.71424,0.5895818730458084,AWAKE,0
1764010624.7807932,0.573203320935383,AWAKE,0
1764010624.8474271,0.5780684129046165,AWAKE,0
