timestamp,ear,closed_flag,status
1764000934.905646,0.0,0,AWAKE
1764000935.0079732,0.468294726167663,0,AWAKE
1764000935.070614,0.459327065933246,0,AWAKE
1764000935.135741,0.464794389966088,0,AWAKE
1764000935.2023838,0.4623291897870422,0,AWAKE
1764000935.268808,0.46807839967655546,0,AWAKE
1764000935.335045,0.4598334956058239,0,AWAKE
1764000935.40161,0.4537728881189043,0,AWAKE
1764000935.468485,0.4422084322672438,0,AWAKE
1764000935.537358,0.43121274278923405,0,AWAKE
1764000935.603337,0.41426790160484217,0,AWAKE
1764000935.6684139,0.4104526179685605,0,AWAKE
1764000935.736131,0.4036789161148593,0,AWAKE
1764000935.8050208,0.3787394650098322,0,AWAKE
1764000935.867691,0.3449762199649468,0,AWAKE
1764000935.935004,0.2967934628990129,0,AWAKE
1764000936.0028281,0.27387630220082115,0,AWAKE
1764000936.0696168,0.26555138035801884,0,AWAKE
1764000936.135007,0.2829022041041275,0,AWAKE
1764000936.20144,0.31631731892467374,0,AWAKE
1764000936.268203,0.3595895146291674,0,AWAKE
1764000936.334867,0.38260509383465446,0,AWAKE
1764000936.401404,0.39172270856051616,0,AWAKE
1764000936.469228,0.38819513488542146,0,AWAKE
1764000936.5357099,0.38322679455741704,0,AWAKE
1764000936.600645,0.3778806739819932,0,AWAKE
1764000936.6681302,0.36011047926596856,0,AWAKE
1764000936.734305,0.3636324442259499,0,AWAKE
1764000936.8010821,0.35891320177541447,0,AWAKE
1764000936.867931,0.3557717057949539,0,AWAKE
1764000936.935658,0.35994669557125014,0,AWAKE
1764000937.0022888,0.3778076880935615,0,AWAKE
1764000937.06775,0.36958176567962353,0,AWAKE
1764000937.134376,0.3750221352658765,0,AWAKE
1764000937.20105,0.3749879493714242,0,AWAKE
1764000937.267655,0.3641515979818011,0,AWAKE
1764000937.334371,0.36264246817087425,0,AWAKE
1764000937.402049,0.36804757869696225,0,AWAKE
1764000937.46912,0.3694311354961243,0,AWAKE
1764000937.534286,0.36952827040680675,0,AWAKE
1764000937.601002,0.37295451651562594,0,AWAKE
1764000937.667265,0.36211072699251734,0,AWAKE
1764000937.734215,0.35267201970980316,0,AWAKE
1764000937.800778,0.3550527225140658,0,AWAKE
1764000937.868663,0.35950618679208657,0,AWAKE
1764000937.935631,0.36572614781950585,0,AWAKE
1764000938.000493,0.3713674055200359,0,AWAKE
1764000938.06761,0.37722766705474325,0,AWAKE
1764000938.134012,0.37536350609074,0,AWAKE
1764000938.200644,0.38230089717036736,0,AWAKE
1764000938.267416,0.3909259176840313,0,AWAKE
1764000938.3348851,0.39321256371592106,0,AWAKE
1764000938.4021142,0.3959956094168914,0,AWAKE
1764000938.467263,0.40573289396312673,0,AWAKE
1764000938.533762,0.4082551677659244,0,AWAKE
1764000938.600414,0.40801273293459434,0,AWAKE
1764000938.667249,0.39788058885342553,0,AWAKE
1764000938.733684,0.3891037358459751,0,AWAKE
1764000938.801478,0.37338372514106855,0,AWAKE
1764000938.868418,0.3592639262890994,0,AWAKE
1764000938.933857,0.3462039540340073,0,AWAKE
1764000939.000397,0.3487938098242564,0,AWAKE
1764000939.0668428,0.3491022986062334,0,AWAKE
1764000939.1336849,0.34855717892775023,0,AWAKE
1764000939.2002912,0.34598780109868665,0,AWAKE
1764000939.268595,0.3477690960773751,0,AWAKE
1764000939.33485,0.34552968418626173,0,AWAKE
1764000939.400204,0.3444318813811589,0,AWAKE
1764000939.4667048,0.34772674647765234,0,AWAKE
1764000939.533377,0.35129887480582067,0,AWAKE
1764000939.6000252,0.3512422230967322,0,AWAKE
1764000939.6668859,0.3598035681273077,0,AWAKE
1764000939.734356,0.3683025498220548,0,AWAKE
1764000939.801147,0.3761944209585689,0,AWAKE
1764000939.866827,0.389413653390345,0,AWAKE
1764000939.933175,0.40013167822714213,0,AWAKE
1764000939.999834,0.4047457354667448,0,AWAKE
1764000940.066425,0.41263004515157264,0,AWAKE
1764000940.13303,0.4095301610692542,0,AWAKE
1764000940.201,0.399170365522063,0,AWAKE
1764000940.267305,0.3915636034660581,0,AWAKE
1764000940.333,0.3798021595284879,0,AWAKE
1764000940.399692,0.3251767800820336,0,AWAKE
1764000940.466528,0.26829278500408005,0,AWAKE
1764000940.532861,0.21052512472897034,1,AWAKE
1764000940.59954,0.15275577856369574,1,AWAKE
1764000940.667329,0.0998354224582173,1,AWAKE
1764000940.7340631,0.08582047667721045,1,AWAKE
1764000940.799546,0.08018258425149523,1,AWAKE
1764000940.8655748,0.07811013154519211,1,AWAKE
1764000940.9329169,0.07738048179864179,1,AWAKE
1764000940.999337,0.07896897351802398,1,AWAKE
1764000941.0657809,0.07869081287286242,1,AWAKE
1764000941.13423,0.08002519178837678,1,AWAKE
1764000941.2006452,0.08347082921890844,1,AWAKE
1764000941.2659042,0.08481877042493345,1,AWAKE
1764000941.332621,0.0863723912025632,1,AWAKE
1764000941.3994482,0.09040304556096683,1,AWAKE
1764000941.4659562,0.09343760933942885,1,AWAKE
1764000941.532436,0.09216997109126178,1,AWAKE
1764000941.600291,0.09347168379481001,1,AWAKE
1764000941.667624,0.09338821106255193,1,AWAKE
1764000941.732383,0.09284569737869047,1,AWAKE
1764000941.798966,0.1008717906076774,1,AWAKE
1764000941.866414,0.10288753264063158,1,AWAKE
1764000941.9325252,0.1067169991969857,1,AWAKE
1764000941.999049,0.10287417524328887,1,AWAKE
1764000942.0667362,0.10472674000413859,1,AWAKE
1764000942.133315,0.09670171173951424,1,AWAKE
1764000942.198865,0.09736149210800209,1,AWAKE
1764000942.2656581,0.09535433366327829,1,AWAKE
1764000942.332445,0.10299510104573413,1,AWAKE
1764000942.398795,0.10011165288870691,1,AWAKE
1764000942.465632,0.10155823012911167,1,AWAKE
1764000942.603661,0.10575892477584267,1,DROWSY
1764000942.665408,0.10625396639170273,1,DROWSY
1764000942.732144,0.10390820459264485,1,DROWSY
1764000942.798717,0.10440853494317137,1,DROWSY
1764000942.865495,0.10511869921849488,1,DROWSY
1764000942.9320488,0.09774944501939263,1,DROWSY
1764000943.00003,0.09149074827001084,1,DROWSY
1764000943.066803,0.08719166242139594,1,DROWSY
1764000943.132032,0.08697165541821121,1,DROWSY
1764000943.1984901,0.0849002647482314,1,DROWSY
1764000943.265318,0.08496191629765937,1,DROWSY
1764000943.3317351,0.08787025693743859,1,DROWSY
1764000943.3985379,0.08978738390797517,1,DROWSY
1764000943.466302,0.08539403900598105,1,DROWSY
