timestamp,ear,status
1763997625.209806,,AWAKE
1763997625.311855,0.5092931873665374,AWAKE
1763997625.373613,0.5181562375218605,AWAKE
1763997625.439491,0.5209651152972842,AWAKE
1763997625.505854,0.5234298196666953,AWAKE
1763997625.5727239,0.5253795047598055,AWAKE
1763997625.640223,0.5166754126605906,AWAKE
1763997625.7078478,0.5043297273190174,AWAKE
1763997625.772366,0.4932479298039955,AWAKE
1763997625.8412008,0.4813663235176257,AWAKE
1763997625.905546,0.4659527275365267,AWAKE
1763997625.97189,0.462928228568028,AWAKE
1763997626.040302,0.46407086350336346,AWAKE
1763997626.10765,0.4676566220625655,AWAKE
1763997626.173964,0.47215644803552087,AWAKE
1763997626.23896,0.4780200203434937,AWAKE
1763997626.3068328,0.4842252160567108,AWAKE
1763997626.3723671,0.490109044636999,AWAKE
1763997626.439008,0.4941221238825662,AWAKE
1763997626.505344,0.49667656539978544,AWAKE
1763997626.5722969,0.5018340523301095,AWAKE
1763997626.64032,0.5045018922464548,AWAKE
1763997626.7055519,0.5065772931005967,AWAKE
1763997626.7733278,0.5054989903434659,AWAKE
1763997626.8388832,0.5050496382695817,AWAKE
1763997626.905395,0.5041148170756703,AWAKE
1763997626.9719172,0.5056645532859452,AWAKE
1763997627.03878,0.5053132227448662,AWAKE
1763997627.106753,0.5053547092046561,AWAKE
1763997627.172021,0.5069187330648459,AWAKE
1763997627.239678,0.5061185920800279,AWAKE
1763997627.3051982,0.5036086262246859,AWAKE
1763997627.372011,0.49464719389155914,AWAKE
1763997627.438561,0.4856904087596711,AWAKE
1763997627.505267,0.47529312778542987,AWAKE
1763997627.573056,0.47032014454192017,AWAKE
1763997627.638477,0.4666280649246091,AWAKE
1763997627.706306,0.4678759135242901,AWAKE
1763997627.7716851,0.46972724108146496,AWAKE
1763997627.838433,0.47464052072237395,AWAKE
1763997627.905035,0.47664417853900626,AWAKE
1763997627.971385,0.48055953426305525,AWAKE
1763997628.039708,0.48573362434102807,AWAKE
1763997628.104797,0.49365738880741716,AWAKE
1763997628.172936,0.49711196132412816,AWAKE
1763997628.238473,0.4972179196584466,AWAKE
1763997628.304805,0.4946037903186671,AWAKE
1763997628.371478,0.4910074742956878,AWAKE
1763997628.438186,0.4569258655342036,AWAKE
1763997628.506477,0.3764710613528353,AWAKE
1763997628.570792,0.30431167168718,AWAKE
1763997628.639393,0.22999011989113996,AWAKE
1763997628.70482,0.1559867241458987,AWAKE
1763997628.771608,0.11218642743393845,AWAKE
1763997628.8383129,0.11617850287593827,AWAKE
1763997628.9047291,0.11059089378774009,AWAKE
1763997628.972924,0.10732293229490888,AWAKE
1763997629.0378702,0.10272634209200418,AWAKE
1763997629.1057842,0.10082475439424787,AWAKE
1763997629.1711721,0.1056407554204641,AWAKE
1763997629.2379048,0.1075535783297463,AWAKE
1763997629.304317,0.10390142585504743,AWAKE
1763997629.371178,0.10251311922685535,AWAKE
1763997629.438973,0.09804323716933677,AWAKE
1763997629.5043561,0.08601616153363265,AWAKE
1763997629.572414,0.08191809663502858,AWAKE
1763997629.6378722,0.08621422986430108,AWAKE
1763997629.7042959,0.08405842032475273,AWAKE
1763997629.770976,0.08875912982927571,AWAKE
1763997629.837641,0.09271112131197516,AWAKE
1763997629.905642,0.09196117282149642,AWAKE
1763997629.9709928,0.09183919233618501,AWAKE
1763997630.038856,0.09672568913272203,AWAKE
1763997630.1038878,0.0878149091359842,AWAKE
1763997630.170963,0.09150394433192734,AWAKE
1763997630.237229,0.09487664071646597,AWAKE
1763997630.304262,0.09758569836291342,AWAKE
1763997630.372052,0.10077310285982519,AWAKE
1763997630.437453,0.10747422823551697,AWAKE
1763997630.504975,0.10895312725732972,AWAKE
1763997630.57071,0.11346857842992981,AWAKE
1763997630.637314,0.11271238525573164,AWAKE
1763997630.704246,0.11253315405659536,AWAKE
1763997630.770565,0.1146843282839863,AWAKE
1763997630.838547,0.11144572397241806,AWAKE
1763997630.903934,0.10548038371262276,AWAKE
1763997630.971833,0.10345982930463886,AWAKE
1763997631.037167,0.10164805582268974,AWAKE
1763997631.1038349,0.09759957174922915,AWAKE
1763997631.170509,0.093161775618815,AWAKE
1763997631.2368262,0.09478328116430727,AWAKE
1763997631.305061,0.09667542553758089,AWAKE
1763997631.3703911,0.10076541358142618,AWAKE
1763997631.438199,0.1024479709453463,AWAKE
1763997631.5035741,0.09477040808956885,AWAKE
1763997631.570524,0.09099847034208094,AWAKE
1763997631.637158,0.08901475217452469,AWAKE
1763997631.703509,0.08560886374717044,AWAKE
1763997631.771565,0.09201093071524905,AWAKE
1763997631.8366048,0.10080705748679782,AWAKE
1763997631.9048178,0.10571231880828103,AWAKE
1763997631.970361,0.10985593952703113,AWAKE
1763997632.03676,0.10910961536549504,AWAKE
1763997632.1034398,0.10679034819947006,AWAKE
1763997632.170057,0.1108967247070487,AWAKE
1763997632.238055,0.11362495326157021,AWAKE
1763997632.303287,0.11174669360155251,AWAKE
1763997632.3710332,0.11456611701161853,AWAKE
1763997632.4366,0.11453059163789925,AWAKE
1763997632.503173,0.11074315632346607,AWAKE
1763997632.569651,0.11308372865667007,AWAKE
1763997632.636555,0.11661806480608054,AWAKE
1763997632.776077,0.11720597482652206,DROWSY
1763997632.837692,0.11882011462043969,DROWSY
1763997632.903265,0.1222384956080037,DROWSY
1763997632.9697769,0.11622894886269106,DROWSY
1763997633.035857,0.11381062082144044,DROWSY
1763997633.1030679,0.11218678427107456,DROWSY
1763997633.171041,0.11074480038601402,DROWSY
1763997633.236463,0.10512841523092678,DROWSY
1763997633.304489,0.11290472249507369,DROWSY
1763997633.369262,0.11608109261247357,DROWSY
1763997633.436131,0.1242966313502637,DROWSY
1763997633.503038,0.12526555822535523,DROWSY
1763997633.569602,0.13262750751857277,DROWSY
1763997633.6368792,0.12352235543068364,DROWSY
1763997633.702844,0.12091494413018475,DROWSY
1763997633.770875,0.1093822203463731,DROWSY
1763997633.8363829,0.10488750756866745,DROWSY
1763997633.9027781,0.09865338816596432,DROWSY
1763997633.969481,0.09949408626936271,DROWSY
1763997634.036076,0.0969831245464077,DROWSY
1763997634.103853,0.09526423161806447,DROWSY
1763997634.1693828,0.10486253548286015,DROWSY
1763997634.237081,0.13794784267372656,DROWSY
1763997634.302548,0.18838523890201536,DROWSY
1763997634.36934,0.24751636248179326,DROWSY
1763997634.435748,0.309010057797849,AWAKE
1763997634.502739,0.3572081065532032,AWAKE
1763997634.570546,0.38494673981913496,AWAKE
1763997634.635773,0.39203312354052094,AWAKE
1763997634.7036219,0.38859544910020405,AWAKE
1763997634.7690449,0.3862244786090158,AWAKE
1763997634.835784,0.3825042158120138,AWAKE
1763997634.902438,0.382530239892607,AWAKE
1763997634.969141,0.39699705251667183,AWAKE
1763997635.0369952,0.41523318052868985,AWAKE
1763997635.102175,0.42974393324298343,AWAKE
1763997635.1700292,0.44889773380118375,AWAKE
1763997635.2356968,0.45961915184878643,AWAKE
1763997635.3022132,0.45714896582440623,AWAKE
1763997635.369121,0.4526502268946747,AWAKE
1763997635.43551,0.45286601433431306,AWAKE
1763997635.5033112,0.4515166166446439,AWAKE
1763997635.568773,0.451035350505098,AWAKE
1763997635.6365771,0.4545987545678159,AWAKE
1763997635.702084,0.45731692794926404,AWAKE
1763997635.7687712,0.4597520240957749,AWAKE
1763997635.8353379,0.4585868909476559,AWAKE
1763997635.901479,0.46210675907550297,AWAKE
1763997635.970034,0.4606474503947016,AWAKE
1763997636.035054,0.46173095656403706,AWAKE
1763997636.1029491,0.46218897019369426,AWAKE
1763997636.168538,0.46501561714203615,AWAKE
1763997636.235303,0.4683061614601526,AWAKE
1763997636.301823,0.46999081406126547,AWAKE
