timestamp,ear,status,closed_flag
1764067784.171183,0.0,AWAKE,0
1764067784.242341,0.48479044904012025,AWAKE,0
1764067784.3063738,0.4761952455925763,AWAKE,0
1764067784.371979,0.4848795120323474,AWAKE,0
1764067784.439088,0.4957189356608113,AWAKE,0
1764067784.505634,0.4954034827356485,AWAKE,0
1764067784.5734248,0.49968240537034786,AWAKE,0
1764067784.638634,0.49871253541613164,AWAKE,0
1764067784.7053518,0.5000487295762956,AWAKE,0
1764067784.7721338,0.49916893060084505,AWAKE,0
1764067784.839896,0.5008412530869986,AWAKE,0
1764067784.905331,0.4961545136408755,AWAKE,0
1764067784.971165,0.4897972991992389,AWAKE,0
1764067785.039534,0.48714510568225644,AWAKE,0
1764067785.105279,0.4788512440490753,AWAKE,0
1764067785.1711202,0.47620816147625716,AWAKE,0
1764067785.2374358,0.467944914609735,AWAKE,0
1764067785.3055239,0.46680576996136636,AWAKE,0
1764067785.371329,0.46129581964320165,AWAKE,0
1764067785.437875,0.45898582705331836,AWAKE,0
1764067785.506262,0.4560198648407082,AWAKE,0
1764067785.57125,0.4524356009381237,AWAKE,0
1764067785.637776,0.4500309983770149,AWAKE,0
1764067785.704654,0.45113182312394173,AWAKE,0
1764067785.7723892,0.45635815247785205,AWAKE,0
1764067785.837794,0.4507766318872042,AWAKE,0
1764067785.90821,0.4508172401846743,AWAKE,0
1764067786.364794,0.4512592893510705,AWAKE,0
1764067786.473577,0.454853591635096,AWAKE,0
1764067786.605201,0.458493167832129,AWAKE,0
1764067786.741608,0.4644843499342435,AWAKE,0
1764067786.872597,0.4602843544148944,AWAKE,0
1764067787.0063722,0.4559257456885005,AWAKE,0
1764067787.1388228,0.46653205131177766,AWAKE,0
1764067787.271859,0.4707715833198912,AWAKE,0
1764067787.407402,0.4694591244339571,AWAKE,0
1764067787.539776,0.46584160114161133,AWAKE,0
1764067787.6747,0.46268542072889307,AWAKE,0
1764067787.8054762,0.4591127617376394,AWAKE,0
1764067787.9413528,0.4635052681006073,AWAKE,0
1764067788.072062,0.4367614749629556,AWAKE,0
1764067788.2051258,0.43073490081264787,AWAKE,0
1764067788.340182,0.42941812270776963,AWAKE,0
1764067788.471803,0.43377755960259967,AWAKE,0
1764067788.607081,0.43249807687513686,AWAKE,0
1764067788.738796,0.4308708341085974,AWAKE,0
1764067788.8754969,0.4256229987334883,AWAKE,0
1764067789.0050838,0.41776098572627596,AWAKE,0
1764067789.1382458,0.4464326215160684,AWAKE,0
1764067789.272375,0.4451688711042815,AWAKE,0
1764067789.404455,0.443669841624798,AWAKE,0
1764067789.5416331,0.4407138385692984,AWAKE,0
1764067789.671472,0.4348621215876448,AWAKE,0
1764067789.8055959,0.4291143861373861,AWAKE,0
1764067789.939073,0.42449652663048854,AWAKE,0
1764067790.0698528,0.4163376580337925,AWAKE,0
1764067790.205427,0.37774985420949625,AWAKE,0
1764067790.3398259,0.35536743034919954,AWAKE,0
1764067790.473093,0.3504428969213619,AWAKE,0
1764067790.603783,0.34849200039411654,AWAKE,0
1764067790.7388349,0.35837826701305564,AWAKE,0
1764067790.872489,0.36872693305149395,AWAKE,0
1764067791.0045938,0.38017941021581697,AWAKE,0
1764067791.1415732,0.3861243770110019,AWAKE,0
1764067791.2722318,0.41405084428491745,AWAKE,0
1764067791.406511,0.4322573153737129,AWAKE,0
1764067791.536371,0.4245401040483521,AWAKE,0
1764067791.671186,0.40633783447945304,AWAKE,0
1764067791.8036108,0.3649913005254002,AWAKE,0
1764067791.867792,0.0,AWAKE,0
1764067792.007472,0.3547211481927906,AWAKE,0
1764067792.069004,0.0,AWAKE,0
1764067792.1334138,0.0,AWAKE,0
1764067792.1998348,0.0,AWAKE,0
1764067792.267773,0.0,AWAKE,0
1764067792.3331041,0.0,AWAKE,0
1764067792.399729,0.0,AWAKE,0
1764067792.4659572,0.0,AWAKE,0
1764067792.501072,0.0,AWAKE,0
1764067792.565871,0.0,AWAKE,0
1764067792.63266,0.0,AWAKE,0
1764067792.699602,0.0,AWAKE,0
1764067792.767618,0.0,AWAKE,0
1764067792.832868,0.0,AWAKE,0
1764067792.899263,0.0,AWAKE,0
1764067792.9668531,0.0,AWAKE,0
1764067793.032879,0.0,AWAKE,0
1764067793.099513,0.0,AWAKE,0
1764067793.1659431,0.0,AWAKE,0
1764067793.234185,0.0,AWAKE,0
1764067793.2993128,0.0,AWAKE,0
1764067793.3657951,0.0,AWAKE,0
1764067793.4336362,0.0,AWAKE,0
1764067793.4989781,0.0,AWAKE,0
1764067793.565797,0.0,AWAKE,0
1764067793.632551,0.0,AWAKE,0
1764067793.666935,0.0,AWAKE,0
1764067793.732279,0.0,AWAKE,0
1764067793.799093,0.0,AWAKE,0
1764067793.865568,0.0,AWAKE,0
1764067793.933769,0.0,AWAKE,0
1764067793.998612,0.0,AWAKE,0
1764067794.0656629,0.0,AWAKE,0
1764067794.133439,0.0,AWAKE,0
1764067794.1992059,0.0,AWAKE,0
1764067794.265526,0.0,AWAKE,0
1764067794.332319,0.0,AWAKE,0
1764067794.400033,0.0,AWAKE,0
1764067794.4652522,0.0,AWAKE,0
1764067794.532186,0.0,AWAKE,0
1764067794.59984,0.0,AWAKE,0
1764067794.665405,0.0,AWAKE,0
1764067794.73191,0.0,AWAKE,0
1764067794.798887,0.0,AWAKE,0
1764067794.8669,0.0,AWAKE,0
1764067794.9321961,0.0,AWAKE,0
1764067794.998603,0.0,AWAKE,0
1764067795.066286,0.0,AWAKE,0
1764067795.131756,0.0,AWAKE,0
1764067795.198401,0.0,AWAKE,0
1764067795.2648692,0.0,AWAKE,0
1764067795.299126,0.0,AWAKE,0
1764067795.364995,0.0,AWAKE,0
1764067795.431484,0.0,AWAKE,0
1764067795.4981608,0.0,AWAKE,0
1764067795.5663412,0.0,AWAKE,0
1764067795.6314712,0.0,AWAKE,0
1764067795.770321,0.3448176121502648,AWAKE,0
1764067795.832362,0.0,AWAKE,0
1764067795.9708521,0.32789712458079556,AWAKE,1
1764067796.103563,0.3165262491913237,AWAKE,0
1764067796.23489,0.28623167153270257,AWAKE,1
1764067796.370368,0.27119540937187764,AWAKE,1
1764067796.502437,0.2672559971692301,AWAKE,0
1764067796.634486,0.2739678056303898,AWAKE,0
1764067796.769741,0.2654349894032681,AWAKE,1
1764067796.901612,0.25798812575409946,AWAKE,0
1764067797.034194,0.266316484242145,AWAKE,1
1764067797.169544,0.2705941415562557,AWAKE,1
1764067797.3016162,0.28672286278144954,AWAKE,0
1764067797.435758,0.2982281990733858,AWAKE,0
1764067797.567616,0.3136197540127835,AWAKE,1
1764067797.7035189,0.334699751754655,AWAKE,0
1764067797.834075,0.31726346782644266,AWAKE,0
1764067797.9701738,0.3152619069692786,AWAKE,0
1764067798.1027808,0.30102990383474565,AWAKE,1
1764067798.2343,0.3062282307411369,AWAKE,1
